Sentence,Sentiment
order comprises production line plywood mill company said statement received lesprom network,neutral
spy long position,positive
total value two contract eur million,neutral
adp news oct finnish consulting engineering company poyry oyj omx poyv said today awarded eur million usd extension existing consultancy engineering contract venezuel,positive
service pricing detail disclosed,neutral
tsla recall model x vehicle share volatile http co tckqznmiqx tsla tech stockmarket http co femhjtamqj,negative
equipment manufactured vaahto workshop hollola finland scheduled shipment first quarter,neutral
fb still dog going much lower week,negative
expanded plant scheduled operational middle october,neutral
july september yit net sale increased eur mn compared eur mn corresponding period,positive
finland op pohjola staff union boycotting group insurance sale task company refused take sale insurance account determining wage,negative
aforementioned shareholder informed propose annual general meeting number member board director shall five besides present member board director also mr lassi noponen shall elected board director,neutral
tsla recall model x car stock dropping hard,negative
finland insurance company pohjola finnish motorcyclist association signed agreement aim improving motorcyclist traffic safety,positive
